51647425430364	1
51647426085660	2
51647426223612	1
51647426310144	2
51647426339328	2
51647426542560	1
51647426581824	2
51647426623548	2
51647426807892	2
51647426853132	1
51647426891448	2
51647426740272	2
51647427024768	2
51647427055284	2
51647427127116	1
51647427160056	2
51647427078912	2
51647427231180	2
51647427098736	2
51647427263712	2
51647427128832	2
51647427376860	1
51647427416604	2
51647427526464	2
51647427625464	1
51647427650808	2
51647427661416	2
51647427679056	2
51647427687216	2
51647427142308	2
51647427723408	2
51647427744240	2
51647427754272	2
51647427549552	2
51647427886764	2
51647427930468	1
51647427975900	2
51647428003020	2
51647428030044	2
51647428057128	2
51647428094124	2
51647428255392	1
51647428284432	2
51647428311072	2
51647428336596	2
51647428115472	2
51647428413348	2
51647428437144	2
51647428549788	1
51647428581384	2
51647428628532	2
51647428718388	2
51647428747716	2
51647428777656	2
51647428945884	1
51647429005140	2
51647429038476	2
51647429067204	2
51647429095224	2
51647429123484	2
51647429153352	2
51647429229372	2
51647429306208	1
51647429352456	2
51647429382048	2
51647429441724	2
51647429469060	2
51647429499084	2
51647429573700	2
51647429650500	1
51647429680308	2
51647429711412	2
51647429737188	2
51647429786088	2
51647429834052	2
51647429905560	2
51647429948676	1
51647430006168	2
51647430034488	2
51647430062868	2
51647430110172	2
51647430133836	2
51647430158100	2
51647430231468	2
51647430275352	1
51647430341028	2
51647430370092	2
51647430398064	2
51647430450372	2
51647430479172	2
51647430507948	2
51647430564072	2
51647430598008	1
51647430732972	2
51647430778608	2
51647430805728	2
51647430834624	2
51647430896220	2
51647430923412	2
51647430945912	2
51647431010376	1
51647431291164	2
51647431374036	1
51647431423716	2
51647431474020	2
51647431535304	2
51647431567008	2
51647431648032	2
51647431692000	1
51647431755132	2
51647431595688	2
51647431807056	2
51647431854756	2
51647431880472	2
51647431978500	2
51647432023512	1
51647432090640	2
51647432132556	2
51647432185380	2
51647432212512	2
51647432237436	2
51647432303592	2
51647432346420	1
51647432406324	2
51647432432532	2
51647432458764	2
51647432507184	2
51647432537820	2
51647432632764	2
51647432704908	1
51647432733204	2
51647432774664	2
51647432801592	2
51647432838780	2
51647432959488	1
51647433024636	2
51647433084504	2
51647433113592	2
51647433217632	2
51647433288516	1
51647433317220	2
51647433343764	2
51647433371616	2
51647433420696	2
51647433448512	2
51647433478944	2
51647433541848	2
51647433578844	1
51647433642624	2
51647433670032	2
51647433695472	2
51647433746016	2
51647433803136	2
51647433871140	2
51647433910260	1
51647433963012	2
51647433990192	2
51647434015080	2
51647434075380	2
51647434181772	2
51647434228668	1
51647434292028	2
51647434318284	2
51647434341600	2
51647434400280	2
51647434429260	2
51647434459044	2
51647434516344	2
51647434548252	1
51647434566264	2
51647434619940	2
51647434636800	2
51647434942812	2
51647434667280	2
51647434683708	2
51647435054256	2
51647435085396	1
51647435100516	2
51647435386560	2
51647435113404	2
51647435160780	2
51647435486904	2
51647435515884	2
51647435618256	1
51647435650608	2
51647435714100	2
51647435741988	2
51647435768904	2
51647435814408	2
51647435844312	2
51647435913468	2
51647435940288	2
51647435982816	1
51647436040056	2
51647436064836	2
51647436129816	2
51647436158280	2
51647436200340	2
51647436282660	1
51647436338340	2
51647436363924	2
51647436387636	2
51647436412596	2
51647436477396	2
51647436506592	2
51647436555828	2
51647436587064	1
51647436801240	2
51647436604728	2
51647436651924	2
51647436961452	2
51647436975960	2
51647436997692	2
51647437017540	2
51647436668772	2
51647436698064	2
51647437120824	2
51647436711036	2
51647437182168	1
51647437259352	2
51647437280112	2
51647437334100	2
51647437348428	2
51647437358796	2
51647437378464	2
51647437407024	2
51647437428996	2
51647437451376	2
51647437503324	2
51647437537032	1
51647437555788	2
51647437558080	2
51647437579764	2
51647437582440	2
51647437665024	2
51647437697856	2
51647437718124	2
51647437720848	2
51647437745196	2
51647437761564	2
51647437765320	2
51647437781676	2
51647437794972	2
51647437827744	1
51647437886064	2
51647437903536	2
51647437930368	2
51647437932240	2
51647438327256	2
51647438333592	2
51647437942524	2
51647437942020	2
51647438431764	2
51647438448624	2
51647438454624	2
51647438305536	2
51647438483868	1
51647438521380	2
51647438548644	2
51647438569968	2
51647438587620	2
51647438602848	2
51647438659104	2
51647438677200	2
51647438692752	2
51647438707608	2
51647438723580	2
51647438791344	1
51647438814732	2
51647438846436	2
51647438868408	2
51647438876436	2
51647438889720	2
51647438897028	2
51647438914596	2
51647438932584	2
51647438947644	2
51647439041580	1
51647439068088	2
51647439091524	2
51647439093684	2
51647439114828	2
51647439117792	2
51647439137124	2
51647439138840	2
51647439171144	2
51647439187776	2
51647439297168	1
51647439324348	2
51647439334608	2
51647439348108	2
51647439359292	2
51647439369528	2
51647439378672	2
51647439388596	2
51647439409080	2
51647439428952	2
51647439556620	2
51647439566616	1
51647439582540	2
51647439586932	2
51647439603540	2
51647439626964	2
51647439640464	2
51647439661440	2
51647439628416	2
51647439686040	2
51647439775764	2
51647439797256	2
51647439815568	1
51647439819000	2
51647439839520	2
51647439857472	2
51647439877308	2
51647439891060	2
51647439878208	2
51647439946536	2
51647439994224	2
51647440012152	2
51647440035864	2
51647440055808	2
51647440072620	1
51647440092324	2
51647440112376	2
51647440114692	2
51647440152252	2
51647440172100	2
51647440206576	2
51647440224864	2
51647440239636	2
51647440308432	2
51647440328796	1
51647440362192	2
51647440329600	2
51647440396200	2
51647440409100	2
51647440420488	2
51647440429392	2
51647440439064	2
51647440448580	2
51647440509180	2
51647440585896	1
51647440610904	2
51647440639836	2
51647440653588	2
51647440674804	2
51647440641228	2
51647440718208	2
51647440692408	2
51647440747068	2
51647440764864	2
51647440827984	1
51647440850688	2
51647440873440	2
51647440887744	2
51647440874592	2
51647440943652	2
51647440957260	2
51647440945068	2
51647440977636	2
51647441055456	2
51647441020356	2
51647441096232	2
51647441121852	1
51647441143944	2
51647441164152	2
51647441175696	2
51647441205648	2
51647441230332	2
51647441249484	2
51647441254620	2
51647441225760	2
51647441288688	2
51647441366148	1
51647441389068	2
51647441395620	2
51647441409864	2
51647441413308	2
51647441445276	2
51647441468820	2
51647441484228	2
51647441470320	2
51647441529372	2
51647441606280	2
51647441745732	2
51647441750316	2
51647441769864	1
51647441803092	2
51647441809572	2
51647441770860	2
51647441837220	2
51647441847612	2
51647441857644	2
51647441868132	2
51647441972700	2
51647441987556	2
51647441974128	2
51647442009048	2
51647442054948	2
51647442074916	2
51647442089544	1
51647442109116	2
51647442130884	2
51647442147972	2
51647442183192	2
51647442202704	2
51647442226200	2
51647442250104	2
51647442265356	2
51647442280416	2
51647442339768	1
51647442365592	2
51647442389280	2
51647442407904	2
51647442427656	2
51647442448908	2
51647442450540	2
51647442475428	2
51647442493236	2
51647442508320	2
51647442589992	1
51647442615564	2
51647442639516	2
51647442659544	2
51647442661992	2
51647442683688	2
51647442696972	2
51647442718344	2
51647442685380	2
51647442744192	2
51647442837300	1
51647442858996	2
51647442879048	2
51647442894132	2
51647442917100	2
51647442931812	2
51647442952380	2
51647442918732	2
51647442977088	2
51647442984096	2
51647443080288	1
51647443102584	2
51647443121880	2
51647443156992	2
51647443163484	2
51647443123260	2
51647443208976	2
51647443221888	2
51647443178640	2
51647443209660	2
51647443321764	1
51647443343256	2
51647443357416	2
51647443366860	2
51647443376640	2
51647443385820	2
51647443406520	2
51647443432848	2
51647443452708	2
51647443469808	2
51647443568196	2
51647443588776	2
51647443575168	1
51647443641204	2
51647443653300	2
51647443610868	2
51647443672320	2
51647443693224	2
51647443713012	2
51647443728900	2
51647443813584	2
51647443828536	2
51647443814652	2
51647443850592	2
51647443871040	2
51647443912584	2
51647443932288	2
51647443951260	2
51647443899252	2
51647443900992	1
51647444043048	2
51647444052540	2
51647444173320	2
51647444203248	2
51647444063472	2
51647444221680	2
51647444077464	2
51647444258784	2
51647444275452	2
51647444296236	2
51647444333436	1
51647444357616	2
51647444378892	2
51647444416596	2
51647444447400	2
51647444416488	2
51647444482692	2
51647444502336	2
51647444505108	2
51647444526024	2
51647444576592	1
51647444599284	2
51647444618844	2
51647444634108	2
51647444654496	2
51647444661492	2
51647444674716	2
51647444677500	2
51647444722500	2
51647444736960	2
51647444824344	1
51647444847312	2
51647444862732	2
51647444869356	2
51647444885592	2
51647444888064	2
